"","animal","ID","lac12","lac_wk.","yearwk","yearmo","DIM","ch4clean","dfpcm"
"18767","PL005254375911","PL005254375911",1,23,"2015--38","2015--09",161,320.667747829432,35.750286
"18769","PL005254375812","PL005254375812",1,23,"2015--39","2015--09",161,348.285390608922,38.716392
"18771","PL005254376468","PL005254376468",1,23,"2015--39","2015--10",161,282.724938445609,32.0537
"18772","PL005254376680","PL005254376680",1,23,"2015--39","2015--10",161,232.515305433364,29.784519
"18774","PL005237873571","PL005237873571",1,23,"2015--40","2015--10",161,407.674061478554,35.978175
"18775","PL005254375461","PL005254375461",1,23,"2015--40","2015--10",161,372.317871406358,32.68665
"18776","PL005254375744","PL005254375744",1,23,"2015--40","2015--10",161,382.652925790153,24.340121
"18777","PL005254376017","PL005254376017",1,23,"2015--40","2015--10",161,483.795398927598,34.85955
"18778","PL005254376628","PL005254376628",1,23,"2015--40","2015--10",161,264.692714092842,30.947384
"18779","PL005254375881","PL005254375881",1,23,"2015--41","2015--10",161,317.359706143627,30.130492
"18780","PL005237873403","PL005237873403",1,23,"2015--45","2015--11",161,383.956059595209,24.602074
"18781","PL005254374730","PL005254374730",1,23,"2015--45","2015--11",161,376.716056992133,36.921828
"18782","PL005254374433","PL005254374433",1,23,"2015--46","2015--11",161,415.0020154591,39.462084
"18783","PL005254374600","PL005254374600",1,23,"2015--46","2015--11",161,605.724354043165,35.597625
"18784","PL005254374822","PL005254374822",1,23,"2015--47","2015--11",161,446.595737230025,35.3706
"18797","PL005420729456","PL005420729456",1,23,"2016--24","2016--06",161,553.365118428228,40.84675
"18799","PL005415476808","PL005415476808",1,23,"2016--25","2016--06",161,377.798088836861,32.78912
"18800","PL005420729197","PL005420729197",1,23,"2016--25","2016--06",161,481.774679265676,30.17396
"18801","PL005420729494","PL005420729494",1,23,"2016--25","2016--06",161,218.11858465959,26.906264
"18805","PL005227672429","PL005227672429",1,23,"2016--27","2016--07",161,373.344117821317,29.081322
"18806","PL005420729043","PL005420729043",1,23,"2016--27","2016--07",161,390.762079136246,28.90405
"18807","PL005420729265","PL005420729265",1,23,"2016--27","2016--07",161,453.648201993621,36.108072
"18808","PL005420729289","PL005420729289",1,23,"2016--27","2016--07",161,488.709296323796,27.799017
"18810","PL005227672658","PL005227672658",1,23,"2016--28","2016--07",161,449.541176397835,34.536825
"18814","PL005420728671","PL005420728671",1,23,"2016--29","2016--07",161,410.861891951011,28.109529
"18820","PL005227672610","PL005227672610",1,23,"2016--30","2016--07",161,398.987902098401,33.892758
"18821","PL005227672719","PL005227672719",1,23,"2016--30","2016--07",161,397.954946674006,37.649192
"18822","PL005420729340","PL005420729340",1,23,"2016--30","2016--07",161,330.432198904167,29.123325
"18823","PL005420729128","PL005420729128",1,23,"2016--32","2016--08",161,305.724838165647,23.818458
"18824","PL005227672443","PL005227672443",1,23,"2016--33","2016--08",161,285.592800108897,27.844929
"18825","PL005227672863","PL005227672863",1,23,"2016--33","2016--08",161,339.403366620777,30.829995
"18826","PL005227673037","PL005227673037",1,23,"2016--34","2016--08",161,269.665218597856,26.613024
"18827","PL005227673044","PL005227673044",1,23,"2016--34","2016--08",161,286.947188279676,27.296058
"18831","PL005227672405","PL005227672405",1,23,"2016--35","2016--09",161,368.007633155962,42.723555
"18833","PL005227673228","PL005227673228",1,23,"2016--36","2016--09",161,326.940414368111,23.773932
"18838","PL005254380182","PL005254380182",1,23,"2015--06","2015--02",162,560.070114969508,41.14
"18840","PL005254376901","PL005254376901",1,23,"2015--08","2015--02",162,313.430017344472,28.650456
"18841","PL005305364765","PL005305364765",1,23,"2015--08","2015--02",162,426.727810858381,37.224081
"18842","PL005306320586","PL005306320586",1,23,"2015--08","2015--02",162,467.497218238427,41.946659
"18843","PL005306321804","PL005306321804",1,23,"2015--08","2015--02",162,357.755009863502,27.5529
"18845","PL005305363751","PL005305363751",1,23,"2015--08","2015--03",162,338.305317500734,30.396938
"18847","PL005254378516","PL005254378516",1,23,"2015--09","2015--03",162,359.455458991047,31.309326
"18848","PL005254378639","PL005254378639",1,23,"2015--09","2015--03",162,297.541915014585,28.664815
"18849","PL005305363799","PL005305363799",1,23,"2015--09","2015--03",162,385.92850755852,30.977544
"18850","PL005306321859","PL005306321859",1,23,"2015--09","2015--03",162,396.049209294544,38.26383
"18852","PL005254377069","PL005254377069",1,23,"2015--10","2015--03",162,501.782707045322,40.231014
"18853","PL005254377267","PL005254377267",1,23,"2015--10","2015--03",162,368.519330738228,35.230188
"18854","PL005254378356","PL005254378356",1,23,"2015--10","2015--03",162,390.108751022604,38.345648
"18855","PL005254379896","PL005254379896",1,23,"2015--10","2015--03",162,430.728188339632,33.482904
"18856","PL005305363737","PL005305363737",1,23,"2015--10","2015--03",162,283.438615828967,37.139135
"18857","PL005305363805","PL005305363805",1,23,"2015--10","2015--03",162,560.906903115337,43.638054
"18858","PL005305363898","PL005305363898",1,23,"2015--10","2015--03",162,533.505533932172,34.411084
"18859","PL005306320203","PL005306320203",1,23,"2015--10","2015--03",162,460.803058036477,36.833832
"18860","PL005254376826","PL005254376826",1,23,"2015--11","2015--03",162,465.450579515469,36.860687
"18861","PL005254377175","PL005254377175",1,23,"2015--11","2015--03",162,460.062576078875,33.657015
"18862","PL005305364833","PL005305364833",1,23,"2015--11","2015--03",162,579.71217831384,34.995078
"18863","PL005236317410","PL005236317410",1,23,"2015--14","2015--04",162,380.561986581415,35.09475
"18866","PL005254377779","PL005254377779",1,23,"2015--16","2015--04",162,503.870638589544,33.119508
"18867","PL005254380175","PL005254380175",1,23,"2015--16","2015--04",162,371.865890975527,20.99853
"18868","PL005254376987","PL005254376987",1,23,"2015--17","2015--04",162,442.212240295281,28.01191
"18869","PL005254377229","PL005254377229",1,23,"2015--17","2015--04",162,376.217632398906,39.639435
"18870","PL005254377878","PL005254377878",1,23,"2015--17","2015--05",162,550.077811605868,31.374834
"18871","PL005254376963","PL005254376963",1,23,"2015--18","2015--05",162,414.776953525235,32.257962
"18872","PL005254377274","PL005254377274",1,23,"2015--18","2015--05",162,557.050567762477,40.96655
"18873","PL005254378455","PL005254378455",1,23,"2015--18","2015--05",162,415.518742005749,36.493824
"18874","PL005305363584","PL005305363584",1,23,"2015--18","2015--05",162,401.181073096466,40.729395
"18875","PL005254377625","PL005254377625",1,23,"2015--19","2015--05",162,366.663220131858,27.774348
"18876","PL005254377816","PL005254377816",1,23,"2015--19","2015--05",162,439.481969877921,40.891188
"18877","PL005254377717","PL005254377717",1,23,"2015--21","2015--05",162,426.957436931115,36.70781
"18882","PL005305365397","PL005305365397",1,23,"2015--27","2015--07",162,370.877390470698,28.21898
"18883","PL005254377960","PL005254377960",1,23,"2015--28","2015--07",162,397.803057963099,37.601194
"18884","PL005305365380","PL005305365380",1,23,"2015--28","2015--07",162,399.206695442213,32.519856
"18885","PL005305365311","PL005305365311",1,23,"2015--30","2015--07",162,409.403910469722,25.40086
"18886","PL005254374402","PL005254374402",1,23,"2015--31","2015--08",162,445.916190824765,31.299312
"18887","PL005254374471","PL005254374471",1,23,"2015--31","2015--08",162,466.610555264507,32.463284
"18888","PL005254375324","PL005254375324",1,23,"2015--31","2015--08",162,421.964782725765,31.78356
"18889","PL005254375331","PL005254375331",1,23,"2015--31","2015--08",162,369.230380342008,36.14325
"18890","PL005254376536","PL005254376536",1,23,"2015--31","2015--08",162,443.834749175103,23.30692
"18891","PL005305365403","PL005305365403",1,23,"2015--31","2015--08",162,352.479312832356,33.700804
"18892","PL005254378813","PL005254378813",1,23,"2015--32","2015--08",162,334.909846901862,29.810008
"18895","PL005254374419","PL005254374419",1,23,"2015--37","2015--09",162,234.774262682767,23.995392
"18896","PL005254375355","PL005254375355",1,23,"2015--37","2015--09",162,363.87438670171,28.696738
"18897","PL005254375621","PL005254375621",1,23,"2015--37","2015--09",162,384.436491801389,41.276664
"18898","PL005254375812","PL005254375812",1,23,"2015--39","2015--09",162,429.891588535624,39.958245
"18899","PL005254375744","PL005254375744",1,23,"2015--40","2015--10",162,448.369626426282,28.328647
"18900","PL005254376628","PL005254376628",1,23,"2015--40","2015--10",162,286.440683483376,27.723
"18901","PL005254375485","PL005254375485",1,23,"2015--41","2015--10",162,238.714275136041,28.93082
"18902","PL005254375669","PL005254375669",1,23,"2015--41","2015--10",162,359.741294141466,35.60514
"18903","PL005254375881","PL005254375881",1,23,"2015--41","2015--10",162,373.486731501638,31.250232
"18904","PL005237873403","PL005237873403",1,23,"2015--45","2015--11",162,309.092170415415,25.718499
"18905","PL005254374433","PL005254374433",1,23,"2015--46","2015--11",162,563.232803807273,36.051855
"18906","PL005254374662","PL005254374662",1,23,"2015--46","2015--11",162,215.720185145531,33.149222
"18907","PL005254374808","PL005254374808",1,23,"2015--46","2015--11",162,438.790496072387,33.19056
"18908","PL005254376031","PL005254376031",1,23,"2015--46","2015--11",162,453.335642309399,41.41479
"18909","PL005237873137","PL005237873137",1,23,"2015--47","2015--11",162,477.450758667047,31.0261
"18910","PL005254374594","PL005254374594",1,23,"2015--47","2015--11",162,398.603720770254,29.269204
"18911","PL005254374600","PL005254374600",1,23,"2015--47","2015--11",162,415.071848303919,35.14238
"18912","PL005254374778","PL005254374778",1,23,"2015--47","2015--11",162,419.113380620131,32.493834
"18913","PL005254375027","PL005254375027",1,23,"2015--47","2015--11",162,397.858046091967,32.238196
"18914","PL005254375645","PL005254375645",1,23,"2015--47","2015--11",162,398.835762652477,28.81165
"18915","PL005254376000","PL005254376000",1,23,"2015--47","2015--11",162,566.549304490292,34.659196
"18916","PL005254375034","PL005254375034",1,23,"2015--49","2015--12",162,383.299195661516,27.4752
"18930","PL005415476808","PL005415476808",1,23,"2016--25","2016--06",162,394.433626223262,31.822674
"18931","PL005420729333","PL005420729333",1,23,"2016--25","2016--06",162,283.27486624799,24.63573
"18932","PL005420729456","PL005420729456",1,23,"2016--25","2016--06",162,573.5354232959,39.346725
"18933","PL005420729494","PL005420729494",1,23,"2016--25","2016--06",162,176.181961781472,27.764415
"18935","PL005227672429","PL005227672429",1,23,"2016--27","2016--07",162,377.606454196536,29.172335
"18936","PL005420729265","PL005420729265",1,23,"2016--27","2016--07",162,410.938800824837,32.264892
"18937","PL005420729289","PL005420729289",1,23,"2016--27","2016--07",162,468.888435207882,29.356932
"18938","PL005227672450","PL005227672450",1,23,"2016--28","2016--07",162,433.880836503317,31.446807
"18939","PL005227672658","PL005227672658",1,23,"2016--28","2016--07",162,439.474891356316,37.606507
"18943","PL005227672535","PL005227672535",1,23,"2016--29","2016--07",162,366.464488503689,32.889162
"18944","PL005227672573","PL005227672573",1,23,"2016--29","2016--07",162,409.027534740527,28.981854
"18945","PL005420728671","PL005420728671",1,23,"2016--29","2016--07",162,358.973473615202,27.207272
"18950","PL005227672719","PL005227672719",1,23,"2016--30","2016--07",162,420.613340136395,36.581818
"18951","PL005420729340","PL005420729340",1,23,"2016--31","2016--08",162,412.067558563715,28.643991
"18952","PL005420729128","PL005420729128",1,23,"2016--32","2016--08",162,261.500604275534,25.030499
"18953","PL005227672443","PL005227672443",1,23,"2016--33","2016--08",162,266.667427525711,26.91423
"18954","PL005227672795","PL005227672795",1,23,"2016--33","2016--08",162,317.776269650183,26.873715
"18955","PL005227672955","PL005227672955",1,23,"2016--33","2016--08",162,415.875978639803,34.147822
"18956","PL005227672528","PL005227672528",1,23,"2016--34","2016--08",162,328.725282319077,27.272326
"18967","PL005254380182","PL005254380182",1,23,"2015--07","2015--02",163,423.591301246729,41.41806
"18968","PL005254376901","PL005254376901",1,23,"2015--08","2015--02",163,377.128743256717,26.005357
"18969","PL005254378530","PL005254378530",1,23,"2015--08","2015--02",163,462.92984961901,35.146292
"18970","PL005254379971","PL005254379971",1,23,"2015--08","2015--02",163,456.503443608593,35.2124
"18971","PL005305364765","PL005305364765",1,23,"2015--08","2015--03",163,506.494887183384,38.593662
"18972","PL005306320586","PL005306320586",1,23,"2015--08","2015--03",163,425.255639746798,41.925603
"18974","PL005254378271","PL005254378271",1,23,"2015--09","2015--03",163,279.132538821171,31.750118
"18975","PL005254378394","PL005254378394",1,23,"2015--09","2015--03",163,247.029813825184,22.596488
"18976","PL005305363591","PL005305363591",1,23,"2015--09","2015--03",163,404.882199883636,34.06608
"18977","PL005305363799","PL005305363799",1,23,"2015--09","2015--03",163,340.383706379833,30.24546
"18978","PL005305364802","PL005305364802",1,23,"2015--09","2015--03",163,565.82345694936,36.035748
"18979","PL005306321859","PL005306321859",1,23,"2015--09","2015--03",163,500.381504539293,37.685844
"18982","PL005254377069","PL005254377069",1,23,"2015--10","2015--03",163,508.97603326321,40.761189
"18983","PL005254378356","PL005254378356",1,23,"2015--10","2015--03",163,440.273453818347,38.774942
"18984","PL005254376826","PL005254376826",1,23,"2015--11","2015--03",163,494.491222571018,37.836043
"18985","PL005254377175","PL005254377175",1,23,"2015--11","2015--03",163,409.158871223511,34.836308
"18986","PL005254377267","PL005254377267",1,23,"2015--11","2015--03",163,468.314332925379,35.183538
"18987","PL005305364833","PL005305364833",1,23,"2015--11","2015--03",163,522.024626301247,33.797736
"18988","PL005306321842","PL005306321842",1,23,"2015--11","2015--03",163,426.460356039806,31.228664
"18989","PL005254377250","PL005254377250",1,23,"2015--13","2015--04",163,364.879198824137,34.127232
"18990","PL005254377458","PL005254377458",1,23,"2015--13","2015--04",163,342.743609319285,29.00558
"18991","PL005236317410","PL005236317410",1,23,"2015--14","2015--04",163,391.124432886837,35.31605
"18993","PL005254377687","PL005254377687",1,23,"2015--15","2015--04",163,421.973468504975,37.030482
"18994","PL005305365090","PL005305365090",1,23,"2015--15","2015--04",163,489.185528825454,39.659334
"18996","PL005254376253","PL005254376253",1,23,"2015--16","2015--04",163,443.805466507675,42.371366
"18997","PL005254377779","PL005254377779",1,23,"2015--16","2015--04",163,442.577794505437,32.036517
"18998","PL005254380175","PL005254380175",1,23,"2015--16","2015--04",163,274.349525640432,23.03712
"19000","PL005254376987","PL005254376987",1,23,"2015--17","2015--04",163,413.764842362868,28.914468
"19001","PL005254377229","PL005254377229",1,23,"2015--17","2015--04",163,472.382993913016,37.951104
"19002","PL005305364109","PL005305364109",1,23,"2015--17","2015--04",163,313.210274470846,32.268839
"19003","PL005254377243","PL005254377243",1,23,"2015--18","2015--05",163,429.416459438382,28.45414
"19004","PL005254377274","PL005254377274",1,23,"2015--18","2015--05",163,607.762365710384,41.613
"19005","PL005254377878","PL005254377878",1,23,"2015--18","2015--05",163,473.579260720734,32.358403
"19006","PL005254378073","PL005254378073",1,23,"2015--18","2015--05",163,485.818854123478,29.197296
"19007","PL005305363584","PL005305363584",1,23,"2015--18","2015--05",163,394.699694257634,43.08618
